gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A256_logFC	A256_FDR	A256_sig	A485_logFC	A485_FDR	A485_sig	A86_logFC	A86_FDR	A86_sig	A86256_logFC	A86256_FDR	A86256_sig	A86485_logFC	A86485_FDR	A86485_sig	dnf2_logFC	dnf2_FDR	dnf2_sig
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074811	MtrunA17Chr4g0074811	MtCDPK15	calcium-dependent protein kinase15	medtr.A17.gnm5.MtrunA17Chr4	+	63344415	63349413	-0.593171074964241	1	NS	-0.683336051879089	1	NS	-0.406114289104311	0.999999979788073	NS	-0.786543502294398	1	NS	0.116453807846045	1	NS	0.0222944216103008	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074821	MtrunA17Chr4g0074821			medtr.A17.gnm5.MtrunA17Chr4	-	63346282	63347011	-0.880619211191986	1	NS	-0.763720727066458	1	NS	-0.644979409473157	0.999999979788073	NS	-0.848465022132497	1	NS	0.109945752118121	1	NS	-0.0147190809743569	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074851	MtrunA17Chr4g0074851	MtPrx47	peroxidase	medtr.A17.gnm5.MtrunA17Chr4	-	63360983	63363759	-0.902340308258432	1	NS	-0.901099494741754	1	NS	-0.816149756857753	0.999999979788073	NS	-0.911522469325966	1	NS	0.440971646110786	1	NS	0.264375067430287	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074861	MtrunA17Chr4g0074861			medtr.A17.gnm5.MtrunA17Chr4	+	63361239	63361795	-0.898301958276452	1	NS	-0.96657887207766	0.981268145644671	NS	-0.704256859695682	0.999999979788073	NS	-0.845787896685074	1	NS	0.664249778972787	1	NS	0.295731127272636	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074871	MtrunA17Chr4g0074871			medtr.A17.gnm5.MtrunA17Chr4	-	63370629	63377823	-0.130088882130387	1	NS	-0.242374794309666	1	NS	-0.127204290972663	0.999999979788073	NS	-0.63481755526355	1	NS	0.280861020953344	1	NS	0.0349418238912663	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074901	MtrunA17Chr4g0074901			medtr.A17.gnm5.MtrunA17Chr4	+	63387170	63390795	-2.09980596715962	0.0852573925193106	NS	-0.670737008392985	1	NS	-1.48699410294951	0.61264304550368	NS	-0.894844320867804	0.990655843007701	NS	1.51840166522573	0.310650599582792	NS	1.41018579738024	0.315407275471987	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074981	MtrunA17Chr4g0074981			medtr.A17.gnm5.MtrunA17Chr4	-	63425676	63426642	0.187582374085459	1	NS	0.0301605798292265	1	NS	0.656228545835842	0.999999979788073	NS	0.701931257274301	1	NS	-0.834552348426473	1	NS	-1.05092851615513	0.858702179625474	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0074991	MtrunA17Chr4g0074991			medtr.A17.gnm5.MtrunA17Chr4	-	63430672	63436245	0.0184037055899887	1	NS	-0.102365591351685	1	NS	0.00163368608772119	0.999999979788073	NS	-0.199883829721224	1	NS	0.438661259027884	1	NS	1.40397158117874	0.0954854303422792	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075001	MtrunA17Chr4g0075001			medtr.A17.gnm5.MtrunA17Chr4	-	63439362	63442892	0.0273959816985703	1	NS	-1.3736654685924	0.899246627391584	NS	0.131956305232052	0.999999979788073	NS	-1.75965999226262	0.658459189704641	NS	0.814572163593742	1	NS	-2.47612088894188	0.364082468168487	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075021	MtrunA17Chr4g0075021			medtr.A17.gnm5.MtrunA17Chr4	-	63445920	63448792	1.97869795507917	0.0273492512046183	UP	2.44294964015746	0.00273132987403346	UP	1.88356983883745	0.0923553911840981	NS	1.91806619559945	0.0328048413125873	UP	1.69986439699173	0.128647191935595	NS	1.02307948085754	0.895174759804961	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075031	MtrunA17Chr4g0075031	MtBG3	beta-1,3-Glucanase 3	medtr.A17.gnm5.MtrunA17Chr4	+	63451226	63454779	-1.40981604620355	0.096630739926648	NS	-1.10448554437032	0.575169690186204	NS	-0.914968070439012	0.999999979788073	NS	-0.619121114286619	1	NS	0.1167559735836	1	NS	0.253556588457746	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075051	MtrunA17Chr4g0075051			medtr.A17.gnm5.MtrunA17Chr4	+	63462682	63465173	0.338817467441885	1	NS	0.476282426430804	1	NS	0.36787436999356	0.999999979788073	NS	0.703015556038639	1	NS	-0.0619738434186204	1	NS	0.103380153504701	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075071	MtrunA17Chr4g0075071			medtr.A17.gnm5.MtrunA17Chr4	+	63470594	63474812	-2.35931709712815	0.00103140900027342	DOWN	-2.16321562016316	0.00263562130601322	DOWN	-2.09870513537448	0.0109465349584551	DOWN	-2.12199239817758	0.00289545622247675	DOWN	0.648172375568222	1	NS	0.472722256508507	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075081	MtrunA17Chr4g0075081			medtr.A17.gnm5.MtrunA17Chr4	+	63478477	63485749	0.312775016649465	1	NS	0.319984607904732	1	NS	0.100141574041677	0.999999979788073	NS	0.0885111139988968	1	NS	-0.187650336642529	1	NS	-0.179837882001071	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075091	MtrunA17Chr4g0075091			medtr.A17.gnm5.MtrunA17Chr4	-	63484635	63487387	1.80050715568407	0.0732160320943617	NS	2.02927638937829	0.024447345711595	UP	1.66778201619508	0.251093380147311	NS	2.12199431491891	0.0145861626460236	UP	-1.32554699592937	0.724512971255557	NS	2.40990591348856	0.00209994788247056	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075101	MtrunA17Chr4g0075101			medtr.A17.gnm5.MtrunA17Chr4	+	63489568	63493584	-0.0350500149235872	1	NS	0.143591219169392	1	NS	0.113520834497468	0.999999979788073	NS	0.0905114520657199	1	NS	0.398607071311632	1	NS	0.277356510396875	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075111	MtrunA17Chr4g0075111			medtr.A17.gnm5.MtrunA17Chr4	-	63491740	63493514	0.0155986817503603	1	NS	-0.00268371122524512	1	NS	0.101884179061847	0.999999979788073	NS	-0.0248874745423985	1	NS	0.43973443564351	1	NS	0.302901591034462	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075121	MtrunA17Chr4g0075121			medtr.A17.gnm5.MtrunA17Chr4	+	63496037	63501874	0.337227276287273	1	NS	0.10282947900465	1	NS	0.887494117330282	0.999999979788073	NS	0.456926502530098	1	NS	-0.000822759545959184	1	NS	-0.571869957602437	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075131	MtrunA17Chr4g0075131			medtr.A17.gnm5.MtrunA17Chr4	-	63496138	63498278	0.134393737031879	1	NS	0.381424175477315	1	NS	0.692088098516273	0.999999979788073	NS	-0.501289651837726	1	NS	0.290525100536428	1	NS	-0.0867893295949304	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075141	MtrunA17Chr4g0075141			medtr.A17.gnm5.MtrunA17Chr4	-	63501455	63502297	0.824502736615895	1	NS	0.530768117443012	1	NS	0.653602255714779	0.999999979788073	NS	0.562344148026508	1	NS	0.46459209124694	1	NS	-0.376792077010176	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075171	MtrunA17Chr4g0075171	MtDCT	C4-dicarboxylate transporter/malic acid protein	medtr.A17.gnm5.MtrunA17Chr4	-	63517887	63519610	0.78268178337379	1	NS	2.13259656403511	0.302487450949665	NS	1.33916267812725	0.999999979788073	NS	3.12208482313213	0.0328048413125873	UP	-0.432548650734687	1	NS	1.41680122661015	0.812417188699528	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075181	MtrunA17Chr4g0075181			medtr.A17.gnm5.MtrunA17Chr4	-	63526032	63534675	-0.199698033381181	1	NS	-0.0359802608316048	1	NS	-0.0402426296051716	0.999999979788073	NS	0.134426019264484	1	NS	0.278292799366725	1	NS	0.0148631220441542	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075201	MtrunA17Chr4g0075201			medtr.A17.gnm5.MtrunA17Chr4	-	63541369	63543922	0.513161451546619	1	NS	0.463246816733165	1	NS	0.76527134567525	0.999999979788073	NS	0.577616419977803	1	NS	0.245653825501473	1	NS	1.16091418435203	0.682358553909297	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075251	MtrunA17Chr4g0075251			medtr.A17.gnm5.MtrunA17Chr4	-	63563364	63574260	0.69604195590278	1	NS	0.770737887765342	1	NS	0.174800581296166	0.999999979788073	NS	0.437674289993907	1	NS	1.1286401248235	0.848648068347288	NS	1.35530921526069	0.22081417791951	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075261	MtrunA17Chr4g0075261	MtJMJ23	Histone demethylase JmjC domain-containing	medtr.A17.gnm5.MtrunA17Chr4	-	63586126	63592091	0.800183046622506	1	NS	0.825686523950775	1	NS	0.37235240665421	0.999999979788073	NS	1.0267055288466	0.794415910196094	NS	-0.397283931150748	1	NS	-0.0842573997644764	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075291	MtrunA17Chr4g0075291			medtr.A17.gnm5.MtrunA17Chr4	-	63598647	63600786	-1.31442657047255	0.259718667845214	NS	-0.827243768543323	1	NS	-0.424351017582025	0.999999979788073	NS	-0.74824572750782	1	NS	0.471002381555772	1	NS	-0.227474859852515	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075301	MtrunA17Chr4g0075301			medtr.A17.gnm5.MtrunA17Chr4	-	63600788	63605785	-1.21438620261998	0.650803520922613	NS	-0.826565022187684	1	NS	-0.978215982176161	0.999999979788073	NS	-1.16589117845457	0.66292599684682	NS	0.0862694745473206	1	NS	-0.207058393925673	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075311	MtrunA17Chr4g0075311			medtr.A17.gnm5.MtrunA17Chr4	+	63613333	63618099	0.538551499753115	1	NS	1.00294984003496	0.871620628832339	NS	0.783388407507424	0.999999979788073	NS	1.23813420876701	0.300424955094793	NS	0.185087045945368	1	NS	-0.00873173873004318	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075371	MtrunA17Chr4g0075371			medtr.A17.gnm5.MtrunA17Chr4	-	63663426	63671070	0.253999402541224	1	NS	0.325719239385404	1	NS	0.0805299327613661	0.999999979788073	NS	0.316464026550607	1	NS	-0.48823693133819	1	NS	-0.311320678255416	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075411	MtrunA17Chr4g0075411			medtr.A17.gnm5.MtrunA17Chr4	+	63694539	63695909	0.374775803673639	1	NS	0.581408007265805	1	NS	0.542644544633399	0.999999979788073	NS	1.20112869171336	0.463307279114199	NS	0.532876247959247	1	NS	0.882487090730199	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075421	MtrunA17Chr4g0075421			medtr.A17.gnm5.MtrunA17Chr4	-	63694937	63695139	0.528859930910171	1	NS	0.897543893134194	1	NS	1.04093249155916	0.999999979788073	NS	0.991370708685089	0.862248171310472	NS	0.833562832698309	1	NS	1.25137950472269	0.43367897552672	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075431	MtrunA17Chr4g0075431			medtr.A17.gnm5.MtrunA17Chr4	+	63699547	63700748	-0.167409893449272	1	NS	-0.656941120601534	1	NS	-0.848395352837652	0.999999979788073	NS	-0.940125131082874	0.926165441864456	NS	0.571765452714755	1	NS	-0.328257869502469	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075441	MtrunA17Chr4g0075441			medtr.A17.gnm5.MtrunA17Chr4	+	63700750	63701668	0.390547383850373	1	NS	-0.330164141018322	1	NS	0.309799882826611	0.999999979788073	NS	0.319940197724234	1	NS	0.864968059187835	1	NS	-0.533527341257789	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075451	MtrunA17Chr4g0075451			medtr.A17.gnm5.MtrunA17Chr4	+	63701671	63703428	-0.683445949148625	1	NS	-0.587148588234922	1	NS	-0.710767025806131	0.999999979788073	NS	-0.301187780225163	1	NS	1.11828656176308	0.964820905371779	NS	0.00544471368167476	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075461	MtrunA17Chr4g0075461			medtr.A17.gnm5.MtrunA17Chr4	+	63703430	63704682	-0.24012408074222	1	NS	-0.0230762534447989	1	NS	-0.629542358264146	0.999999979788073	NS	-0.312471821157946	1	NS	1.10858555304744	0.990932176580434	NS	-0.808388472317146	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075471	MtrunA17Chr4g0075471			medtr.A17.gnm5.MtrunA17Chr4	+	63704684	63705718	-0.116508395560629	1	NS	-0.423858092689968	1	NS	0.210908664886258	0.999999979788073	NS	0.753739307583731	1	NS	1.31231004407439	0.717892872818878	NS	-1.5968373541776	0.451823956367322	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075481	MtrunA17Chr4g0075481			medtr.A17.gnm5.MtrunA17Chr4	-	63709322	63712488	-0.22182141338999	1	NS	-0.0135654728657149	1	NS	-0.367542851312863	0.999999979788073	NS	-0.287712767515059	1	NS	0.277341224761867	1	NS	0.403451279569193	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075511	MtrunA17Chr4g0075511			medtr.A17.gnm5.MtrunA17Chr4	-	63721782	63724903	0.71210206805386	1	NS	0.454394211042248	1	NS	0.684121613533077	0.999999979788073	NS	0.431597093365435	1	NS	-0.685463172143608	1	NS	0.240051653259327	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075521	MtrunA17Chr4g0075521			medtr.A17.gnm5.MtrunA17Chr4	+	63738298	63744141	-0.420258838570455	1	NS	-0.15187568368927	1	NS	-0.0788319512493746	0.999999979788073	NS	-0.506517664801678	1	NS	-0.0870982026084919	1	NS	-0.128301343704794	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075531	MtrunA17Chr4g0075531			medtr.A17.gnm5.MtrunA17Chr4	+	63744806	63747250	0.138029295268069	1	NS	0.176482029473369	1	NS	0.030540195342512	0.999999979788073	NS	0.170256121362004	1	NS	-0.146256130524585	1	NS	-0.463024064890126	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075541	MtrunA17Chr4g0075541			medtr.A17.gnm5.MtrunA17Chr4	+	63749295	63752441	0.430758751327106	1	NS	0.0814461813200452	1	NS	0.127639383259254	0.999999979788073	NS	0.631267813360173	1	NS	-1.37445570660697	0.596716661872582	NS	-1.20117765702515	0.636653592065346	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075571	MtrunA17Chr4g0075571			medtr.A17.gnm5.MtrunA17Chr4	-	63772359	63776729	0.433276226653276	1	NS	0.432039327884062	1	NS	0.437498329451075	0.999999979788073	NS	0.73056975994833	1	NS	0.173913622610181	1	NS	-0.0704383106000387	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075581	MtrunA17Chr4g0075581			medtr.A17.gnm5.MtrunA17Chr4	+	63781211	63785489	0.163992510874725	1	NS	-0.563130635269537	1	NS	-0.0203284581696142	0.999999979788073	NS	-0.803622328386205	1	NS	0.323703963580594	1	NS	-0.152887522831688	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075591	MtrunA17Chr4g0075591			medtr.A17.gnm5.MtrunA17Chr4	-	63791761	63793037	1.23719397046061	0.729285266287886	NS	0.895073307072457	1	NS	1.18495016977602	0.999999979788073	NS	1.0858805769233	0.831106726868616	NS	-2.86423165046649	0.277314030085747	NS	-4.41805947753876	0.0665354847513103	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075611	MtrunA17Chr4g0075611			medtr.A17.gnm5.MtrunA17Chr4	-	63799004	63800663	3.19132456597537	0.000728977938668693	UP	1.99091827375913	0.0704285746847933	NS	2.17569455622141	0.0814439707160456	NS	1.28954840221223	0.515624561246855	NS	-2.15155566138443	0.24537921137331	NS	-0.680431174567708	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075651	MtrunA17Chr4g0075651			medtr.A17.gnm5.MtrunA17Chr4	+	63806229	63807507	0.248097456987986	1	NS	-0.0722715778746437	1	NS	-0.238345121094636	0.999999979788073	NS	-0.136756806095242	1	NS	-0.945072184743261	1	NS	-1.8921017481184	0.0613750735845035	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075661	MtrunA17Chr4g0075661			medtr.A17.gnm5.MtrunA17Chr4	+	63813234	63817572	0.25924526282057	1	NS	0.570974973418098	1	NS	0.267297723952331	0.999999979788073	NS	0.554022755178538	1	NS	0.21850121971697	1	NS	0.358359014986865	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075691	MtrunA17Chr4g0075691			medtr.A17.gnm5.MtrunA17Chr4	-	63826383	63829674	-1.14145359871014	0.810540383047102	NS	-0.368353195550311	1	NS	-1.30389860441745	0.999999979788073	NS	-0.277462128630966	1	NS	0.966158860260426	1	NS	1.22229722269968	0.609735974457454	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075701	MtrunA17Chr4g0075701			medtr.A17.gnm5.MtrunA17Chr4	-	63832583	63836071	-1.08365584428738	0.756036491717867	NS	-1.38129672453945	0.306049633033809	NS	-0.755835442414775	0.999999979788073	NS	-0.967614839948341	0.902242929082059	NS	0.212580899313245	1	NS	0.0559760980759713	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075711	MtrunA17Chr4g0075711			medtr.A17.gnm5.MtrunA17Chr4	-	63837402	63843035	-0.684012503409487	1	NS	-0.557161801580118	1	NS	-0.752695770079206	0.999999979788073	NS	-0.320763441119041	1	NS	0.815422648004274	1	NS	0.136435824116501	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075721	MtrunA17Chr4g0075721			medtr.A17.gnm5.MtrunA17Chr4	-	63843037	63844783	0.264990259716139	1	NS	0.199157385219509	1	NS	-0.419517854303276	0.999999979788073	NS	0.199092604312154	1	NS	0.847064199325727	1	NS	0.525784415172112	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075731	MtrunA17Chr4g0075731			medtr.A17.gnm5.MtrunA17Chr4	+	63848496	63854066	-0.293861237532773	1	NS	-0.540049061724487	1	NS	-0.19013801670438	0.999999979788073	NS	-0.234215091211907	1	NS	0.282575498448996	1	NS	0.194808998478433	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075741	MtrunA17Chr4g0075741			medtr.A17.gnm5.MtrunA17Chr4	+	63856723	63859382	-0.430229275701996	1	NS	-0.30591663438928	1	NS	-0.44223280420408	0.999999979788073	NS	-0.65465739753372	1	NS	0.00802001189749557	1	NS	-0.451379099611283	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075751	MtrunA17Chr4g0075751			medtr.A17.gnm5.MtrunA17Chr4	+	63863862	63865145	0.343626174566928	1	NS	-0.646505800808186	1	NS	-1.57785578237807	0.657804713781064	NS	-1.27788040075312	0.599666798470825	NS	-0.787378628885078	1	NS	0.12015226267316	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075761	MtrunA17Chr4g0075761			medtr.A17.gnm5.MtrunA17Chr4	-	63864502	63872176	0.0596540847979068	1	NS	-0.244249482302607	1	NS	-0.216527975735331	0.999999979788073	NS	-0.417726788753821	1	NS	-0.231559262666247	1	NS	0.0173543046411083	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075791	MtrunA17Chr4g0075791			medtr.A17.gnm5.MtrunA17Chr4	-	63885334	63888459	0.744005171521959	1	NS	0.594166644125331	1	NS	0.550312732506608	0.999999979788073	NS	0.389604288726895	1	NS	-0.244533988775149	1	NS	0.0173076472702877	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075801	MtrunA17Chr4g0075801			medtr.A17.gnm5.MtrunA17Chr4	+	63904966	63909696	3.95651528758828	0.000985867489175998	UP	3.57625396108101	0.00224826114253179	UP	3.37667103093773	0.0119935389912146	UP	2.75910010207162	0.0158289499571498	UP	0.378785226102077	1	NS	1.9611426641841	0.130148678064636	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075811	MtrunA17Chr4g0075811			medtr.A17.gnm5.MtrunA17Chr4	-	63913190	63914419	-1.55217928933576	0.534450341300177	NS	-0.644802037907179	1	NS	0.560276232715726	0.999999979788073	NS	-0.0710423534080184	1	NS	-0.0232736927065907	1	NS	0.0493031899142214	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075861	MtrunA17Chr4g0075861			medtr.A17.gnm5.MtrunA17Chr4	+	63935105	63943750	-0.0569192258730614	1	NS	0.126344055045573	1	NS	-0.143566799587826	0.999999979788073	NS	0.0816389574928118	1	NS	-0.0850333824943761	1	NS	-0.190578109801458	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075891	MtrunA17Chr4g0075891			medtr.A17.gnm5.MtrunA17Chr4	-	63972049	63976309	-0.00679920619213663	1	NS	0.0564589806862841	1	NS	0.116269176331278	0.999999979788073	NS	0.149768829417959	1	NS	-0.135650402240566	1	NS	-0.620137259418532	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075911	MtrunA17Chr4g0075911			medtr.A17.gnm5.MtrunA17Chr4	-	63986179	63987504	-1.59453864425365	0.637562169452044	NS	-0.83861072474884	1	NS	-0.43888299698238	0.999999979788073	NS	-1.05983785886736	0.950754084212561	NS	-0.887345410426534	1	NS	-3.53376483736325	0.0797925238878239	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075921	MtrunA17Chr4g0075921			medtr.A17.gnm5.MtrunA17Chr4	-	63988530	63989402	-0.376598956451221	1	NS	-1.89403476252427	0.68585151491097	NS	0.0873429735769089	0.999999979788073	NS	-1.12202175568978	1	NS	-0.623889092936075	1	NS	-1.19883073748934	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075941	MtrunA17Chr4g0075941			medtr.A17.gnm5.MtrunA17Chr4	+	63992617	63995968	0.130364637185126	1	NS	0.431865154896857	1	NS	0.299217268794983	0.999999979788073	NS	0.22136299167501	1	NS	-0.902879665374726	1	NS	1.92634340402204	0.185789147066895	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075961	MtrunA17Chr4g0075961			medtr.A17.gnm5.MtrunA17Chr4	+	63996476	63997563	2.02258994063079	0.62888366248766	NS	0.984956406221778	1	NS	2.18705969001646	0.81919023380024	NS	0.69201634866735	1	NS	1.43142902260666	1	NS	4.13737834882457	0.00499432726478054	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075971	MtrunA17Chr4g0075971			medtr.A17.gnm5.MtrunA17Chr4	+	63999304	64008179	-0.0687849299387024	1	NS	0.08330623479052	1	NS	0.110187265291925	0.999999979788073	NS	-0.0510565200897148	1	NS	-0.333918151775682	1	NS	-0.160542524839903	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075981	MtrunA17Chr4g0075981			medtr.A17.gnm5.MtrunA17Chr4	-	64016866	64022414	-0.365388645971643	1	NS	0.413003745661138	1	NS	0.0243982466532537	0.999999979788073	NS	0.734841549942519	1	NS	-0.560301436184679	1	NS	-0.730987911528067	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0075991	MtrunA17Chr4g0075991			medtr.A17.gnm5.MtrunA17Chr4	-	64026822	64030964	0.466192121849631	1	NS	0.544348677662579	1	NS	0.197788122210588	0.999999979788073	NS	0.533275515119517	1	NS	-0.695513334143268	1	NS	-0.798014130385093	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076021	MtrunA17Chr4g0076021			medtr.A17.gnm5.MtrunA17Chr4	+	64046193	64049226	-0.0435891458111471	1	NS	0.412004349441306	1	NS	-0.169959966135396	0.999999979788073	NS	0.838332433427904	1	NS	-0.639128025523782	1	NS	-0.982439497622071	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076031	MtrunA17Chr4g0076031			medtr.A17.gnm5.MtrunA17Chr4	+	64053517	64058135	-0.55689549966404	1	NS	-0.774756944071225	1	NS	-0.303550341655136	0.999999979788073	NS	-0.893963770476303	1	NS	-0.473350737300331	1	NS	-1.28358705808986	0.0891565381890927	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076041	MtrunA17Chr4g0076041			medtr.A17.gnm5.MtrunA17Chr4	+	64058626	64065415	0.043373679827374	1	NS	-0.276260768660121	1	NS	0.350527105915504	0.999999979788073	NS	-0.709660588608884	1	NS	-0.228885518284935	1	NS	0.298825151346115	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076051	MtrunA17Chr4g0076051			medtr.A17.gnm5.MtrunA17Chr4	-	64063469	64066208	0.11230164560415	1	NS	-0.320832484078039	1	NS	0.498606681886089	0.999999979788073	NS	-0.42229766052861	1	NS	-0.159605138100876	1	NS	0.337134051172103	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076091	MtrunA17Chr4g0076091			medtr.A17.gnm5.MtrunA17Chr4	-	64081490	64084904	-1.12941790713209	0.869987192253843	NS	-0.937818292589541	1	NS	-1.72870179634074	0.607009968010849	NS	-0.985958171041864	0.950565496915852	NS	-0.578473876329802	1	NS	-0.165270326940679	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076151	MtrunA17Chr4g0076151			medtr.A17.gnm5.MtrunA17Chr4	-	64118457	64120912	0.690158711430339	1	NS	0.668087623593863	1	NS	0.694454309662247	0.999999979788073	NS	0.588186234354831	1	NS	0.430919370630174	1	NS	0.21054137266205	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076191	MtrunA17Chr4g0076191			medtr.A17.gnm5.MtrunA17Chr4	+	64132169	64133032	0.093091276783743	1	NS	0.467387012738327	1	NS	-1.28835166866963	0.936530962842621	NS	0.611047037237024	1	NS	-0.596401255794852	1	NS	-0.988745623254579	0.954844065811756	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076241	MtrunA17Chr4g0076241			medtr.A17.gnm5.MtrunA17Chr4	+	64162547	64165577	-0.544221230049612	1	NS	-1.12681416531267	0.769739291701841	NS	-0.449011303445089	0.999999979788073	NS	-0.596748969619353	1	NS	1.27685727715351	0.694259389335982	NS	-1.48296634444289	0.422786332369137	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076251	MtrunA17Chr4g0076251			medtr.A17.gnm5.MtrunA17Chr4	+	64174382	64178961	-0.0431886560011844	1	NS	-0.747411811432517	1	NS	0.0559382560629425	0.999999979788073	NS	-1.28022246434251	0.212770749302943	NS	1.2416266581437	0.348098835862134	NS	0.56244068825363	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076261	MtrunA17Chr4g0076261			medtr.A17.gnm5.MtrunA17Chr4	-	64181185	64183138	-0.200039335614847	1	NS	0.130041812920095	1	NS	-0.296049406371367	0.999999979788073	NS	0.327481339205186	1	NS	-1.5922786665538	0.00660990611670061	DOWN	-1.03625943614315	0.783018514012723	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0076271	MtrunA17Chr4g0076271			medtr.A17.gnm5.MtrunA17Chr4	-	64189001	64191114	-0.0293387841967856	1	NS	0.214296578527705	1	NS	0.442577913968217	0.999999979788073	NS	0.65001310923871	1	NS	-1.56285868910286	0.405270643192189	NS	-0.723086563325303	1	NS
