ID,iptm,ptm,ranking_score,fraction_disordered
140_208,0.15,0.51,0.27,0.1
140_651,0.45,0.45,0.64,0.38
140_057,0.25,0.73,0.46,0.24
140_233,0.12,0.62,0.3,0.17
140_352,0.23,0.56,0.34,0.08
140_215,0.11,0.58,0.24,0.08
140_540,0.17,0.77,0.4,0.22
140_508,0.15,0.56,0.27,0.07
140_291,0.23,0.76,0.45,0.23
140_133,0.13,0.55,0.25,0.07
140_167,0.54,0.72,0.61,0.07
140_517,0.11,0.55,0.24,0.08
140_404,0.13,0.6,0.27,0.08
140_371,0.18,0.7,0.34,0.11
140_365,0.71,0.78,0.76,0.07
140_620,0.16,0.68,0.32,0.12
140_171,0.15,0.72,0.4,0.27
140_607,0.15,0.53,0.26,0.07
140_064,0.18,0.58,0.3,0.07
140_535,0.13,0.73,0.3,0.11
140_541,0.11,0.68,0.3,0.16
140_429,0.17,0.59,0.29,0.08
140_506,0.36,0.61,0.45,0.08
140_373,0.52,0.59,0.57,0.07
140_059,0.3,0.48,0.54,0.41
140_471,0.14,0.62,0.29,0.11
140_185,0.17,0.72,0.41,0.26
140_251,0.45,0.66,0.54,0.1
140_605,0.15,0.51,0.26,0.07
140_156,0.17,0.55,0.29,0.07
140_618,0.18,0.73,0.42,0.27
140_376,0.15,0.54,0.26,0.06
140_310,0.27,0.5,0.47,0.32
140_121,0.2,0.6,0.32,0.08
140_438,0.16,0.59,0.28,0.06
140_313,0.31,0.69,0.43,0.09
140_572,0.11,0.69,0.34,0.23
140_567,0.22,0.78,0.44,0.21
140_030,0.56,0.68,0.62,0.09
140_571,0.17,0.58,0.29,0.08
140_496,0.13,0.7,0.3,0.1
140_104,0.14,0.55,0.26,0.07
140_539,0.19,0.52,0.3,0.09
140_419,0.16,0.57,0.27,0.07
140_453,0.17,0.52,0.27,0.07
140_392,0.37,0.67,0.49,0.13
140_588,0.24,0.69,0.38,0.1
140_323,0.48,0.69,0.56,0.08
140_080,0.19,0.68,0.33,0.09
140_163,0.3,0.71,0.43,0.1
140_592,0.16,0.38,0.33,0.26
140_067,0.18,0.62,0.32,0.11
140_194,0.28,0.59,0.37,0.07
140_353,0.11,0.75,0.29,0.11
140_597,0.88,0.86,0.91,0.07
140_337,0.18,0.63,0.34,0.15
140_184,0.43,0.58,0.5,0.07
140_317,0.16,0.54,0.27,0.08
140_591,0.13,0.55,0.25,0.07
140_343,0.13,0.6,0.26,0.08
140_561,0.27,0.5,0.36,0.09
140_219,0.24,0.57,0.34,0.07
140_150,0.41,0.58,0.48,0.07
140_418,0.14,0.48,0.24,0.05
140_334,0.23,0.52,0.34,0.11
140_202,0.14,0.54,0.25,0.07
140_470,0.13,0.51,0.24,0.07
140_447,0.25,0.63,0.36,0.08
140_055,0.66,0.73,0.72,0.1
140_176,0.2,0.69,0.35,0.1
140_481,0.14,0.56,0.26,0.07
140_379,0.14,0.54,0.26,0.07
140_068,0.14,0.66,0.3,0.12
140_338,0.18,0.58,0.33,0.13
140_452,0.12,0.56,0.25,0.08
140_556,0.25,0.82,0.44,0.15
140_245,0.12,0.68,0.28,0.1
140_505,0.32,0.54,0.4,0.07
140_100,0.32,0.61,0.42,0.08
140_426,0.13,0.55,0.25,0.07
140_633,0.36,0.77,0.51,0.14
140_388,0.13,0.72,0.33,0.16
140_168,0.15,0.69,0.3,0.1
140_424,0.35,0.64,0.45,0.07
140_518,0.14,0.51,0.25,0.07
140_125,0.15,0.61,0.31,0.13
140_459,0.11,0.56,0.24,0.08
140_477,0.26,0.53,0.35,0.06
140_573,0.14,0.55,0.26,0.07
140_093,0.13,0.66,0.38,0.28
140_033,0.3,0.67,0.42,0.09
140_623,0.22,0.58,0.33,0.06
140_357,0.13,0.66,0.31,0.14
140_252,0.3,0.6,0.4,0.08
140_032,0.24,0.81,0.44,0.17
140_552,0.13,0.75,0.33,0.16
140_292,0.36,0.53,0.43,0.06
140_255,0.15,0.68,0.31,0.12
140_060,0.2,0.71,0.37,0.13
140_155,0.25,0.69,0.4,0.12
140_111,0.22,0.71,0.37,0.12
140_641,0.14,0.74,0.36,0.2
140_005,0.28,0.53,0.36,0.06
140_606,0.57,0.8,0.68,0.13
140_465,0.21,0.66,0.36,0.11
140_087,0.16,0.61,0.3,0.1
140_555,0.13,0.64,0.28,0.09
140_327,0.15,0.53,0.26,0.07
140_321,0.11,0.7,0.32,0.17
140_279,0.11,0.59,0.29,0.17
140_320,0.25,0.57,0.34,0.06
140_637,0.21,0.66,0.34,0.09
140_445,0.26,0.55,0.36,0.09
140_583,0.3,0.54,0.4,0.12
140_136,0.13,0.67,0.3,0.12
140_034,0.14,0.57,0.27,0.08
140_617,0.14,0.72,0.35,0.18
140_537,0.19,0.52,0.29,0.07
140_149,0.28,0.63,0.38,0.06
140_286,0.19,0.54,0.32,0.11
140_138,0.19,0.51,0.32,0.13
140_495,0.12,0.55,0.24,0.07
140_296,0.17,0.75,0.37,0.16
140_401,0.13,0.53,0.24,0.07
140_349,0.16,0.55,0.28,0.09
140_595,0.4,0.54,0.46,0.07
140_189,0.16,0.55,0.29,0.1
140_632,0.21,0.68,0.35,0.09
140_325,0.35,0.67,0.46,0.09
140_166,0.26,0.55,0.35,0.07
140_300,0.31,0.66,0.45,0.14
140_369,0.2,0.59,0.32,0.08
140_615,0.25,0.57,0.35,0.07
140_580,0.12,0.61,0.29,0.14
140_225,0.15,0.52,0.26,0.07
140_570,0.15,0.65,0.29,0.09
140_433,0.26,0.62,0.37,0.09
140_374,0.17,0.51,0.27,0.07
140_235,0.12,0.55,0.27,0.14
140_035,0.37,0.67,0.48,0.09
140_544,0.14,0.69,0.3,0.1
140_302,0.17,0.58,0.29,0.08
140_047,0.15,0.66,0.35,0.2
140_464,0.28,0.57,0.39,0.11
140_220,0.13,0.53,0.24,0.06
140_624,0.13,0.66,0.29,0.11
140_256,0.13,0.74,0.3,0.11
140_187,0.16,0.64,0.28,0.05
140_169,0.16,0.67,0.32,0.12
140_367,0.47,0.69,0.56,0.1
140_290,0.16,0.53,0.27,0.07
140_431,0.13,0.48,0.23,0.06
140_564,0.12,0.61,0.26,0.09
140_519,0.2,0.75,0.36,0.11
140_217,0.14,0.6,0.27,0.08
140_566,0.12,0.52,0.24,0.07
140_205,0.26,0.56,0.36,0.08
140_037,0.26,0.81,0.45,0.17
140_454,0.22,0.62,0.35,0.1
140_375,0.72,0.79,0.78,0.08
140_593,0.12,0.6,0.28,0.13
140_039,0.17,0.61,0.37,0.22
140_147,0.16,0.57,0.27,0.06
140_408,0.27,0.54,0.36,0.08
140_026,0.1,0.64,0.26,0.1
140_214,0.16,0.56,0.28,0.07
140_242,0.16,0.55,0.28,0.09
140_096,0.27,0.57,0.4,0.13
140_152,0.12,0.59,0.25,0.08
140_199,0.2,0.59,0.31,0.08
140_486,0.57,0.51,0.59,0.06
140_209,0.23,0.69,0.37,0.1
140_312,0.35,0.8,0.53,0.18
140_232,0.14,0.48,0.27,0.13
140_223,0.15,0.55,0.27,0.07
140_309,0.28,0.55,0.37,0.07
140_105,0.17,0.57,0.29,0.07
140_288,0.24,0.59,0.34,0.06
140_050,0.14,0.57,0.27,0.08
140_106,0.33,0.6,0.43,0.08
140_346,0.12,0.68,0.36,0.24
140_212,0.15,0.53,0.26,0.06
140_432,0.12,0.54,0.24,0.07
140_457,0.19,0.64,0.33,0.11
140_568,0.11,0.72,0.29,0.11
140_370,0.13,0.53,0.26,0.1
140_134,0.2,0.61,0.32,0.08
140_596,0.12,0.56,0.25,0.08
140_308,0.22,0.53,0.32,0.08
140_344,0.24,0.8,0.44,0.18
140_021,0.33,0.63,0.44,0.09
140_014,0.14,0.67,0.3,0.11
140_278,0.11,0.65,0.28,0.13
140_101,0.55,0.69,0.61,0.07
140_045,0.18,0.7,0.39,0.21
140_437,0.1,0.7,0.27,0.1
140_259,0.13,0.51,0.27,0.13
140_324,0.12,0.69,0.29,0.1
140_574,0.15,0.57,0.27,0.08
140_074,0.17,0.56,0.29,0.07
140_061,0.15,0.65,0.29,0.09
140_116,0.25,0.57,0.35,0.07
140_253,0.13,0.49,0.26,0.12
140_451,0.13,0.55,0.25,0.08
140_066,0.23,0.7,0.38,0.12
140_281,0.32,0.64,0.43,0.08
140_089,0.16,0.72,0.36,0.17
140_482,0.25,0.57,0.33,0.03
140_119,0.13,0.74,0.33,0.16
140_262,0.31,0.55,0.39,0.07
140_489,0.14,0.57,0.27,0.08
140_124,0.16,0.72,0.35,0.15
140_027,0.19,0.79,0.41,0.2
140_649,0.39,0.67,0.52,0.14
140_094,0.41,0.59,0.48,0.08
140_422,0.11,0.58,0.25,0.08
140_028,0.11,0.67,0.29,0.13
140_283,0.14,0.56,0.26,0.07
140_444,0.12,0.56,0.25,0.08
331_205,0.14,0.55,0.22,0.0
331_516,0.28,0.57,0.34,0.0
331_108,0.18,0.74,0.29,0.0
331_262,0.33,0.62,0.38,0.0
331_269,0.11,0.57,0.31,0.21
331_614,0.25,0.68,0.4,0.12
331_429,0.13,0.51,0.2,0.0
331_027,0.21,0.82,0.41,0.14
331_015,0.22,0.62,0.31,0.03
331_234,0.25,0.54,0.34,0.07
331_118,0.18,0.58,0.27,0.01
331_060,0.43,0.72,0.51,0.04
331_134,0.12,0.56,0.2,0.0
331_257,0.19,0.64,0.28,0.0
331_389,0.22,0.65,0.3,0.0
331_165,0.32,0.51,0.47,0.21
331_160,0.15,0.65,0.26,0.02
331_226,0.24,0.73,0.34,0.01
331_491,0.12,0.51,0.2,0.0
331_148,0.19,0.54,0.27,0.02
331_307,0.48,0.65,0.51,0.0
331_384,0.28,0.44,0.4,0.18
331_598,0.63,0.76,0.65,0.0
331_375,0.21,0.58,0.29,0.0
331_525,0.24,0.68,0.4,0.14
331_446,0.62,0.75,0.64,0.0
331_212,0.18,0.64,0.27,0.0
331_535,0.76,0.88,0.79,0.0
331_600,0.18,0.57,0.27,0.02
331_139,0.11,0.55,0.2,0.0
331_098,0.34,0.47,0.41,0.08
331_278,0.35,0.62,0.43,0.07
331_562,0.11,0.55,0.2,0.0
331_197,0.45,0.69,0.5,0.0
331_564,0.14,0.53,0.21,0.0
331_473,0.14,0.62,0.23,0.0
331_537,0.2,0.61,0.28,0.0
331_451,0.14,0.51,0.21,0.0
331_512,0.59,0.61,0.64,0.09
331_388,0.39,0.77,0.51,0.08
331_324,0.2,0.63,0.29,0.0
331_195,0.16,0.63,0.25,0.0
331_536,0.19,0.57,0.26,0.0
331_582,0.42,0.73,0.62,0.27
331_014,0.4,0.68,0.47,0.03
331_005,0.33,0.68,0.4,0.0
331_138,0.54,0.69,0.61,0.08
331_321,0.12,0.62,0.27,0.11
331_413,0.13,0.61,0.23,0.0
331_236,0.14,0.61,0.23,0.0
331_124,0.25,0.74,0.39,0.09
331_527,0.1,0.52,0.18,0.0
331_024,0.61,0.59,0.63,0.03
331_049,0.14,0.52,0.22,0.0
331_363,0.59,0.82,0.64,0.02
331_474,0.17,0.65,0.26,0.0
331_120,0.1,0.54,0.19,0.0
331_242,0.31,0.61,0.38,0.02
331_416,0.18,0.38,0.22,0.0
331_522,0.19,0.74,0.3,0.0
331_468,0.49,0.68,0.53,0.0
331_313,0.28,0.59,0.35,0.0
331_333,0.24,0.48,0.42,0.26
331_487,0.24,0.55,0.45,0.29
331_227,0.26,0.62,0.33,0.0
331_074,0.18,0.52,0.25,0.0
331_612,0.21,0.62,0.3,0.01
331_335,0.41,0.5,0.57,0.29
331_032,0.49,0.89,0.62,0.09
331_117,0.59,0.72,0.62,0.0
331_439,0.18,0.59,0.27,0.01
331_329,0.13,0.59,0.22,0.0
331_185,0.47,0.76,0.66,0.26
331_322,0.11,0.54,0.2,0.0
331_603,0.43,0.64,0.59,0.24
331_038,0.37,0.78,0.46,0.0
331_231,0.12,0.51,0.2,0.0
331_440,0.13,0.57,0.22,0.0
331_308,0.12,0.48,0.2,0.03
331_002,0.17,0.48,0.23,0.0
331_149,0.52,0.78,0.59,0.02
331_495,0.11,0.5,0.19,0.0
331_447,0.19,0.57,0.27,0.0
331_414,0.3,0.57,0.37,0.02
331_238,0.32,0.75,0.41,0.0
331_484,0.31,0.61,0.37,0.0
331_368,0.27,0.59,0.34,0.01
331_618,0.36,0.75,0.57,0.26
331_485,0.88,0.91,0.88,0.0
331_059,0.41,0.41,0.63,0.44
331_507,0.83,0.88,0.84,0.0
331_136,0.22,0.59,0.32,0.04
331_607,0.35,0.68,0.42,0.0
331_355,0.23,0.68,0.32,0.0
331_299,0.46,0.61,0.52,0.06
331_637,0.16,0.64,0.26,0.0
331_028,0.45,0.68,0.51,0.03
331_619,0.15,0.68,0.33,0.13
331_286,0.21,0.59,0.33,0.09
331_638,0.25,0.64,0.33,0.0
331_336,0.52,0.64,0.62,0.16
331_530,0.64,0.73,0.66,0.0
331_064,0.29,0.59,0.35,0.0
331_175,0.23,0.58,0.32,0.03
331_192,0.17,0.59,0.27,0.03
331_203,0.6,0.74,0.69,0.12
331_304,0.53,0.49,0.6,0.16
331_055,0.37,0.68,0.43,0.0
331_454,0.12,0.5,0.21,0.03
331_435,0.17,0.53,0.26,0.02
331_639,0.19,0.59,0.27,0.0
331_393,0.16,0.47,0.23,0.03
331_066,0.13,0.61,0.25,0.04
331_297,0.21,0.72,0.31,0.0
331_021,0.35,0.57,0.39,0.0
331_407,0.15,0.55,0.25,0.03
331_650,0.14,0.53,0.28,0.13
331_168,0.25,0.69,0.33,0.0
331_255,0.18,0.66,0.29,0.03
331_069,0.5,0.59,0.51,0.0
331_588,0.14,0.66,0.25,0.0
331_404,0.69,0.75,0.7,0.0
331_147,0.86,0.91,0.87,0.0
331_617,0.1,0.68,0.28,0.13
331_481,0.11,0.54,0.2,0.0
331_013,0.12,0.5,0.21,0.04
331_048,0.15,0.68,0.26,0.0
331_546,0.51,0.68,0.67,0.25
331_633,0.14,0.73,0.28,0.05
331_361,0.28,0.64,0.35,0.0
331_285,0.12,0.52,0.22,0.04
331_632,0.41,0.65,0.46,0.0
331_599,0.3,0.62,0.36,0.0
331_369,0.14,0.55,0.22,0.0
331_552,0.47,0.85,0.56,0.03
331_604,0.14,0.59,0.38,0.29
331_464,0.17,0.56,0.26,0.02
331_508,0.29,0.63,0.36,0.0
331_280,0.55,0.82,0.63,0.06
331_466,0.33,0.79,0.52,0.2
331_448,0.14,0.56,0.22,0.0
331_400,0.16,0.71,0.27,0.0
331_036,0.38,0.62,0.43,0.0
331_130,0.51,0.59,0.57,0.08
331_143,0.13,0.53,0.21,0.0
331_456,0.27,0.48,0.34,0.06
331_254,0.16,0.54,0.26,0.05
331_331,0.16,0.65,0.26,0.0
331_129,0.11,0.57,0.2,0.0
331_387,0.29,0.57,0.35,0.0
331_191,0.36,0.79,0.55,0.22
331_620,0.17,0.62,0.28,0.04
331_204,0.56,0.79,0.6,0.0
331_583,0.58,0.69,0.63,0.06
331_328,0.17,0.55,0.24,0.0
331_194,0.26,0.64,0.34,0.0
331_151,0.22,0.58,0.29,0.0
331_326,0.41,0.46,0.64,0.45
331_025,0.13,0.5,0.21,0.0
331_356,0.28,0.72,0.51,0.27
331_256,0.18,0.75,0.29,0.0
331_179,0.14,0.47,0.21,0.0
331_587,0.73,0.76,0.78,0.08
331_172,0.39,0.51,0.44,0.07
331_568,0.14,0.74,0.26,0.0
331_250,0.17,0.54,0.24,0.0
331_302,0.17,0.53,0.24,0.0
331_577,0.29,0.71,0.52,0.28
331_503,0.75,0.86,0.8,0.04
331_401,0.11,0.58,0.21,0.0
331_224,0.15,0.52,0.36,0.27
331_276,0.19,0.7,0.33,0.08
331_472,0.66,0.76,0.68,0.0
331_119,0.41,0.81,0.52,0.07
331_574,0.14,0.53,0.22,0.0
331_200,0.18,0.72,0.29,0.0
331_553,0.16,0.45,0.27,0.12
331_080,0.17,0.65,0.27,0.0
331_559,0.31,0.62,0.38,0.02
331_325,0.16,0.6,0.26,0.02
331_167,0.14,0.64,0.24,0.0
331_602,0.82,0.86,0.84,0.02
331_531,0.28,0.74,0.37,0.0
331_083,0.31,0.69,0.49,0.2
331_287,0.36,0.77,0.46,0.04
331_352,0.2,0.53,0.26,0.0
331_470,0.13,0.55,0.22,0.0
331_268,0.12,0.69,0.27,0.06
331_063,0.45,0.74,0.52,0.02
331_436,0.3,0.56,0.35,0.0
331_433,0.49,0.66,0.53,0.0
331_058,0.12,0.65,0.23,0.0
331_094,0.17,0.52,0.24,0.0
331_253,0.35,0.49,0.41,0.07
331_349,0.14,0.58,0.24,0.03
331_590,0.55,0.89,0.67,0.1
331_295,0.26,0.82,0.45,0.16
331_402,0.74,0.83,0.76,0.0
331_211,0.6,0.68,0.63,0.01
331_585,0.43,0.75,0.61,0.24
331_351,0.12,0.53,0.2,0.0
331_040,0.18,0.47,0.25,0.03
331_344,0.63,0.9,0.73,0.09
331_423,0.42,0.66,0.49,0.04
331_034,0.19,0.53,0.26,0.0
331_311,0.38,0.55,0.44,0.04
331_087,0.29,0.6,0.36,0.02
331_529,0.21,0.57,0.28,0.0
331_455,0.18,0.55,0.25,0.0
331_294,0.19,0.56,0.26,0.0
331_465,0.66,0.75,0.68,0.0
331_504,0.1,0.52,0.18,0.0
331_403,0.11,0.54,0.19,0.0
331_560,0.27,0.52,0.33,0.04
331_506,0.23,0.59,0.3,0.0
331_097,0.32,0.7,0.44,0.09
331_469,0.28,0.58,0.34,0.0
331_540,0.4,0.81,0.57,0.18
331_052,0.12,0.5,0.2,0.0
331_575,0.15,0.56,0.23,0.0
331_365,0.14,0.58,0.23,0.0
331_315,0.16,0.54,0.24,0.0
331_166,0.63,0.75,0.65,0.0
331_526,0.62,0.8,0.65,0.0
331_230,0.2,0.59,0.28,0.0
331_121,0.72,0.82,0.75,0.01
331_595,0.31,0.66,0.38,0.0
331_428,0.38,0.65,0.44,0.02
331_033,0.2,0.57,0.28,0.0
331_047,0.7,0.8,0.79,0.15
331_310,0.39,0.42,0.57,0.34
331_422,0.2,0.57,0.28,0.0
331_490,0.46,0.62,0.54,0.09
331_046,0.15,0.6,0.24,0.0
331_644,0.55,0.32,0.68,0.35
331_452,0.25,0.57,0.32,0.0
331_390,0.24,0.51,0.43,0.27
331_281,0.17,0.56,0.25,0.0
331_550,0.48,0.64,0.58,0.14
331_445,0.11,0.56,0.21,0.02
331_053,0.58,0.91,0.7,0.1
331_249,0.13,0.54,0.21,0.0
331_065,0.13,0.66,0.24,0.0
331_188,0.31,0.74,0.4,0.0
331_173,0.15,0.54,0.26,0.06
331_023,0.42,0.56,0.6,0.31
331_521,0.11,0.46,0.19,0.02
331_084,0.57,0.69,0.61,0.02
331_131,0.46,0.81,0.61,0.17
331_515,0.39,0.81,0.49,0.04
331_245,0.23,0.61,0.31,0.0
331_542,0.35,0.63,0.54,0.26
331_181,0.31,0.72,0.4,0.01
331_383,0.2,0.58,0.28,0.0
331_082,0.43,0.54,0.59,0.28
331_412,0.5,0.75,0.55,0.0
331_184,0.25,0.53,0.3,0.0
331_169,0.2,0.66,0.31,0.03
331_096,0.22,0.52,0.32,0.07
331_378,0.13,0.52,0.21,0.0
331_561,0.49,0.63,0.53,0.03
331_077,0.28,0.7,0.4,0.06
331_233,0.27,0.57,0.42,0.18
331_475,0.15,0.62,0.24,0.0
331_641,0.13,0.76,0.35,0.18
331_214,0.14,0.58,0.23,0.0
331_394,0.45,0.57,0.53,0.12
331_431,0.12,0.55,0.21,0.0
331_624,0.15,0.65,0.26,0.03
331_182,0.31,0.63,0.37,0.0
331_006,0.43,0.8,0.55,0.09
331_458,0.24,0.58,0.31,0.0
331_364,0.13,0.6,0.22,0.0
331_252,0.84,0.88,0.85,0.0
331_317,0.61,0.79,0.66,0.02
331_517,0.11,0.54,0.19,0.0
331_441,0.21,0.6,0.29,0.0
331_572,0.11,0.65,0.34,0.24
331_240,0.59,0.79,0.67,0.07
331_510,0.25,0.72,0.35,0.0
331_385,0.57,0.7,0.63,0.06
331_462,0.73,0.8,0.75,0.0
331_229,0.21,0.65,0.31,0.02
331_135,0.18,0.63,0.27,0.0
331_357,0.75,0.84,0.81,0.08
331_643,0.23,0.72,0.46,0.26
331_338,0.18,0.53,0.29,0.08
331_605,0.14,0.62,0.24,0.0
331_275,0.16,0.5,0.23,0.0
331_426,0.15,0.54,0.23,0.0
331_476,0.14,0.65,0.24,0.0
331_247,0.63,0.74,0.68,0.05
331_498,0.11,0.54,0.2,0.0
331_334,0.23,0.52,0.31,0.06
331_159,0.18,0.76,0.34,0.08
331_513,0.58,0.81,0.67,0.08
331_608,0.14,0.55,0.22,0.0
331_309,0.19,0.6,0.27,0.0
331_152,0.12,0.54,0.21,0.0
331_397,0.29,0.51,0.45,0.24
331_057,0.51,0.78,0.68,0.22
331_411,0.34,0.62,0.57,0.35
331_154,0.12,0.66,0.26,0.07
331_054,0.09,0.56,0.2,0.03
331_420,0.53,0.69,0.58,0.03
331_622,0.16,0.58,0.24,0.0
331_570,0.16,0.62,0.26,0.0
331_399,0.24,0.7,0.33,0.0
331_381,0.37,0.64,0.44,0.02
331_116,0.12,0.54,0.21,0.0
331_198,0.14,0.55,0.22,0.0
331_140,0.11,0.41,0.21,0.07
331_186,0.46,0.71,0.64,0.26
331_353,0.2,0.77,0.31,0.0
331_350,0.5,0.59,0.52,0.0
331_376,0.42,0.75,0.48,0.0
331_088,0.22,0.77,0.38,0.09
331_576,0.14,0.55,0.22,0.0
331_425,0.1,0.52,0.18,0.0
331_549,0.14,0.57,0.22,0.0
331_093,0.32,0.65,0.52,0.27
331_026,0.43,0.65,0.47,0.0
331_223,0.15,0.57,0.23,0.0
331_610,0.18,0.52,0.26,0.03
331_613,0.19,0.55,0.26,0.0
331_303,0.24,0.54,0.31,0.02
331_432,0.83,0.89,0.84,0.0
331_642,0.36,0.65,0.61,0.39
331_011,0.15,0.75,0.29,0.04
331_500,0.21,0.62,0.3,0.0
331_645,0.28,0.41,0.4,0.18
331_514,0.14,0.64,0.25,0.02
331_190,0.18,0.47,0.26,0.04
331_434,0.39,0.75,0.46,0.0
331_106,0.13,0.53,0.21,0.0
331_187,0.18,0.65,0.28,0.01
331_177,0.72,0.73,0.8,0.15
331_359,0.09,0.52,0.19,0.02
331_067,0.09,0.57,0.2,0.04
331_105,0.31,0.61,0.37,0.0
331_646,0.18,0.5,0.32,0.16
331_263,0.63,0.65,0.63,0.0
331_649,0.24,0.51,0.33,0.07
331_332,0.32,0.61,0.41,0.05
331_017,0.49,0.67,0.54,0.03
331_144,0.24,0.57,0.3,0.0
331_199,0.77,0.82,0.78,0.0
331_327,0.56,0.63,0.57,0.0
331_418,0.39,0.53,0.42,0.0
331_477,0.19,0.63,0.28,0.0
331_258,0.31,0.64,0.47,0.18
331_483,0.13,0.53,0.21,0.0
331_029,0.16,0.68,0.27,0.0
331_528,0.13,0.68,0.26,0.03
331_007,0.15,0.5,0.22,0.0
331_557,0.12,0.54,0.2,0.0
331_566,0.45,0.73,0.5,0.0
331_251,0.53,0.74,0.58,0.02
331_419,0.49,0.67,0.52,0.0
331_463,0.16,0.59,0.24,0.0
331_489,0.14,0.51,0.21,0.0
331_578,0.4,0.66,0.45,0.0
331_362,0.18,0.57,0.26,0.0
331_340,0.16,0.58,0.24,0.0
331_176,0.81,0.88,0.82,0.0
331_501,0.35,0.62,0.41,0.0
331_499,0.15,0.6,0.24,0.0
331_019,0.41,0.82,0.5,0.01
331_126,0.23,0.73,0.33,0.0
331_627,0.15,0.47,0.36,0.3
331_408,0.42,0.62,0.47,0.02
331_107,0.14,0.68,0.29,0.07
331_170,0.7,0.85,0.76,0.06
331_460,0.22,0.57,0.29,0.0
331_379,0.11,0.6,0.21,0.0
331_342,0.59,0.73,0.61,0.0
331_597,0.67,0.81,0.7,0.0
331_653,0.49,0.33,0.65,0.39
331_293,0.17,0.6,0.26,0.0
331_628,0.34,0.76,0.43,0.01
331_398,0.14,0.57,0.23,0.0
331_606,0.42,0.8,0.52,0.04
331_354,0.4,0.71,0.47,0.03
331_652,0.35,0.47,0.61,0.47
331_161,0.55,0.65,0.73,0.31
331_291,0.27,0.77,0.47,0.19
331_122,0.55,0.72,0.58,0.0
331_125,0.11,0.53,0.23,0.08
331_265,0.18,0.78,0.35,0.1
331_430,0.18,0.74,0.32,0.06
331_274,0.12,0.53,0.2,0.0
331_518,0.13,0.57,0.22,0.0
331_221,0.13,0.53,0.22,0.02
331_630,0.18,0.62,0.26,0.0
331_072,0.45,0.58,0.5,0.05
331_444,0.13,0.51,0.21,0.0
331_290,0.53,0.67,0.57,0.02
331_288,0.22,0.71,0.32,0.0
331_050,0.11,0.51,0.19,0.0
331_370,0.2,0.48,0.27,0.04
331_449,0.18,0.53,0.25,0.0
331_001,0.18,0.62,0.27,0.0
331_509,0.21,0.55,0.28,0.0
331_348,0.29,0.71,0.39,0.03
331_115,0.43,0.81,0.54,0.06
331_284,0.2,0.67,0.29,0.0
331_298,0.19,0.71,0.32,0.04
331_548,0.14,0.74,0.27,0.01
331_259,0.23,0.49,0.35,0.14
331_306,0.4,0.63,0.44,0.0
331_524,0.11,0.54,0.32,0.24
331_609,0.28,0.61,0.34,0.0
331_534,0.19,0.6,0.27,0.0
331_127,0.31,0.76,0.4,0.0
331_113,0.16,0.64,0.26,0.0
331_634,0.43,0.89,0.56,0.08
331_178,0.14,0.7,0.25,0.0
331_478,0.19,0.63,0.27,0.0
331_283,0.76,0.81,0.77,0.0
331_532,0.13,0.52,0.2,0.0
331_035,0.55,0.77,0.59,0.0
331_450,0.14,0.55,0.22,0.0
331_438,0.17,0.64,0.27,0.0
331_174,0.53,0.82,0.58,0.0
331_424,0.72,0.82,0.74,0.0
331_045,0.19,0.67,0.38,0.2
331_611,0.15,0.53,0.23,0.0
331_347,0.22,0.57,0.29,0.0
331_020,0.42,0.76,0.49,0.0
331_594,0.14,0.56,0.23,0.01
331_003,0.14,0.54,0.22,0.0
331_146,0.11,0.53,0.19,0.0
331_206,0.15,0.55,0.23,0.0
331_271,0.25,0.62,0.35,0.06
331_651,0.3,0.35,0.51,0.4
331_544,0.62,0.8,0.66,0.0
331_511,0.22,0.65,0.31,0.0
331_554,0.37,0.66,0.43,0.01
331_437,0.2,0.72,0.3,0.0
331_371,0.15,0.68,0.26,0.01
331_209,0.15,0.63,0.25,0.0
331_043,0.13,0.66,0.25,0.03
331_367,0.36,0.6,0.41,0.0
331_596,0.14,0.51,0.21,0.0
331_406,0.24,0.69,0.33,0.0
331_409,0.17,0.58,0.25,0.0
331_085,0.2,0.58,0.29,0.02
331_636,0.14,0.52,0.28,0.13
331_089,0.36,0.8,0.49,0.08
331_219,0.54,0.61,0.56,0.0
331_261,0.13,0.55,0.21,0.0
331_099,0.12,0.57,0.21,0.0
331_277,0.29,0.51,0.38,0.09
331_584,0.12,0.51,0.2,0.0
331_157,0.2,0.65,0.32,0.07
331_629,0.42,0.81,0.58,0.18
331_081,0.61,0.8,0.67,0.05
331_246,0.18,0.36,0.22,0.0
331_551,0.17,0.68,0.28,0.0
331_189,0.16,0.58,0.27,0.04
331_070,0.4,0.65,0.45,0.0
331_202,0.15,0.59,0.23,0.0
331_589,0.21,0.63,0.3,0.0
331_164,0.16,0.47,0.23,0.01
331_128,0.23,0.58,0.3,0.0
331_626,0.13,0.68,0.24,0.0
331_289,0.31,0.64,0.45,0.14
331_109,0.29,0.77,0.49,0.21
331_312,0.44,0.87,0.58,0.1
331_358,0.17,0.59,0.26,0.02
331_380,0.77,0.84,0.79,0.0
331_183,0.46,0.62,0.53,0.08
331_341,0.16,0.63,0.26,0.0
331_039,0.41,0.56,0.56,0.24
331_196,0.27,0.68,0.35,0.0
331_647,0.38,0.5,0.62,0.43
331_217,0.31,0.6,0.36,0.0
331_616,0.13,0.51,0.21,0.0
331_292,0.19,0.64,0.28,0.0
